from_user,education_content_count,media_content_count,politics_content_count,bio_language,community,created_at,followers_count,is_art,is_education,is_feminist,is_media,is_politics,is_sports,macro_micro,mention_count,movement_in,name,negative,neutral,positive,retweet_count,tweets_count,user_description
LezekieO,0.0,0.0,0.0,10,9,2017-01-23 01:16:04,137.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,WhyIMarch,2708,2.0,6.0,5.0,1,13.0,A New Wave Of Feminism 💪💪💪...#womenempowerment                             WomensMarch2017
LhiizSwaggy,0.0,0.0,0.0,10,1,2017-01-22 02:12:35,2318.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2709,0.0,2.0,1.0,0,3.0,Justin; Selena; Demi; Fifth Harmony;Adele; Troye; Miley; Halsey; Gaga; Jake & Melanie~Alex Hoyer/TØP❤ Libros✨
LiamILoveYou_1D,0.0,0.0,0.0,10,14,2017-01-22 14:01:36,723.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2710,0.0,1.0,0.0,0,1.0,One Direction ¤Liam ¤ Louis ¤ Harry ¤ Niall ¤ Zayn ¤ Directioner ¤ Zquad ¤OTP: Larry Stylinson0/4 ➡ 1DPortugal
LianaGiacherio,0.0,0.0,0.0,10,26,2017-01-21 23:02:39,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2711,0.0,1.0,0.0,2,1.0,"Shopoholic. Gotta have that funk. Love all things food. Oh, and i like cats."
LibJK,0.0,0.0,0.0,10,26,2017-01-21 23:23:53,153.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,WhyIMarch,2712,0.0,2.0,0.0,2,2.0,tweet tweet #football #AB84 #SNUproud #steelersnation #America #Alaskagrown #paralegalmafia #truecrimejunkie #teamluxperrrr
LibbyD2_Here,0.0,0.0,0.0,0,8,2017-01-22 02:28:56,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2713,0.0,1.0,0.0,0,1.0,
LibbySchaaf,0.0,0.0,0.0,10,28,2017-01-22 02:49:26,13171.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2714,0.0,1.0,1.0,28,2.0,50th Mayor of the City of Oakland
Libby_Ball,0.0,0.0,0.0,10,12,2017-01-25 22:38:36,880.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2715,1.0,8.0,0.0,13,9.0,"Story Explorer: b/c understanding our stories reveals how we connect with each other & world. Story Doula: b/c a new, good story can positively change the world"
LibertyBell1000,0.0,0.0,0.0,10,32,2017-01-22 02:10:05,27068.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2716,0.0,0.0,1.0,0,1.0,I support the Constitution and those who uphold it - out with the traitors and the corrupt!  #1A #2A #Libertarian #SmallerGovernment
LibertyFlowers2,0.0,0.0,1.0,10,16,2017-01-22 17:58:14,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2717,0.0,0.0,1.0,0,1.0,"Lovable ,Honest And Full of Life"
LieutenantGeek,0.0,0.0,0.0,0,20,2017-01-22 14:41:52,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2719,0.0,1.0,0.0,0,1.0,
LifeWithLibs,0.0,0.0,0.0,10,5,2017-01-22 09:47:09,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,2720,0.0,0.0,1.0,0,1.0,"youtube, teen beach movie,"
LigayaLoyola,0.0,0.0,0.0,12,31,2017-01-24 19:52:23,215.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2721,0.0,3.0,0.0,0,3.0,No lists
LikeMike131,0.0,0.0,0.0,10,1,2017-01-23 17:55:08,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2722,0.0,0.0,1.0,0,1.0,#JETLIFE #TAKEN
Likia13,0.0,0.0,0.0,0,0,2017-01-21 23:28:47,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2723,0.0,1.0,0.0,0,1.0,
LiktheAngel,0.0,0.0,0.0,34,7,2017-01-22 00:51:40,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2724,0.0,1.0,0.0,0,1.0,"Part time Punk, full time dreamer"
LikusPJ,0.0,0.0,0.0,10,2,2017-01-22 16:43:16,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2725,0.0,1.0,0.0,0,1.0,Gay Liberal Agnostic Democrat Skier Hiker Animal Lover Champion of the Underdogs National Park Service MMA Wrestler
LilFlyer_YT,0.0,0.0,0.0,10,0,2017-01-21 23:13:00,1281.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,2726,0.0,1.0,0.0,0,1.0,Official Twitter of LiL Flyer YouTuber/Gamer 500+ Subs |Domislive News Team| #LiLFlyer #KingFlyer #TeamValor #PokemonGo
LiliTheDinoRawr,0.0,0.0,0.0,0,3,2017-01-22 16:31:57,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2727,0.0,1.0,0.0,0,1.0,
Liliandesierra,0.0,0.0,0.0,11,21,2017-01-27 17:06:03,858.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2728,0.0,2.0,0.0,0,2.0,Alguien dijo: si la luz entra en el agua olvida el cielo... Cuidado
LilyBleu1,0.0,0.0,0.0,10,50,2017-01-21 23:56:42,789.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2729,0.0,2.0,0.0,0,2.0,Trying to do my best every day.  I love you beautiful World Follow my ISF account @ISF_Coexist.
LilyHoge,0.0,0.0,0.0,10,5,2017-01-22 00:10:24,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2730,0.0,0.0,1.0,0,1.0,19 | MA | sc: lilylh | ig: lilylavenderhoge | make peace with your broken pieces ✨
LilyMiranda07,0.0,0.0,0.0,10,27,2017-01-25 12:30:57,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2731,0.0,1.0,1.0,0,2.0,LATINA. Currently Co-Managing @BrettDaltonOrg @WardsWarriors @BrettForNate. Fan of stuff. My April O'Neil action figure was my most prized possession as a kid.
Lily_NEA,0.0,0.0,0.0,10,42,2017-01-23 20:45:02,14667.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2732,0.0,0.0,1.0,37,1.0,"Official account of the president of the National Education Association. Utah teacher of the year, author, maestra and rabble rouser!"
LinHuapaya,0.0,0.0,0.0,11,14,2017-01-22 01:18:59,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2733,0.0,1.0,0.0,0,1.0,"Fánatica de los youtubers❤️Me gusta la música pop, sobre todo en inglés🎶Amo la pizza🍕"
LinMeneguin,0.0,0.0,0.0,10,10,2017-01-22 07:59:23,415.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2734,0.0,0.0,1.0,0,1.0,Free Speech & coffee | @nyulawreview Senior Executive Editor. @nyulaw JD '17. @Princeton grad. This isn't legal advice & doesn't reflect my employer's position.
LindaCrowNEA,0.0,0.0,0.0,10,9,2017-01-26 07:39:28,859.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2735,0.0,3.0,2.0,0,5.0,"NEA Director District 14, Education Supporter, Family of Farmers from Crow's Landing, Proud 2nd Grade Teacher, Crazily Politically Active for Education."
LindaLWD,0.0,0.0,0.0,26,30,2017-01-22 02:18:51,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2736,0.0,1.0,0.0,1,1.0,"Wife, mom, runner, knitter."
LindaLawrey,0.0,0.0,0.0,10,11,2017-01-23 02:14:30,3017.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,2737,0.0,1.0,0.0,0,1.0,Social Media/Tech News Enthusiast. Social Networking Test Subject. Retweets don't equal endorsement. #NotMyPresident #FakePresident #TheResistance #ImpeachTrump
LindaNewsome9,0.0,0.0,0.0,0,2,2017-01-22 20:18:09,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2738,1.0,1.0,0.0,0,2.0,
LindsayEWarren,0.0,0.0,0.0,10,9,2017-01-21 23:57:28,2362.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2739,0.0,1.0,1.0,56,2.0,"Music & TV fanatic. Proud Spartan. Happily married w/a son, rescue dog & 2 cats. Busy mom working part-time in marketing, PR & event planning. Also @supportspn."
LindseyIndia,0.0,0.0,0.0,10,4,2017-01-23 14:29:39,2015.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,2740,1.0,0.0,0.0,0,1.0,Aspiring Jeezy hypeman | Space Jam soundtrack enthusiast | Journalist | My music taste is trash and yet I still write about it | Co-host of #PlayCousins podcast
LindseyVolt,0.0,0.0,0.0,10,8,2017-01-22 13:41:40,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2741,0.0,1.0,0.0,0,1.0,Lindsey | 26 | Senior Designer at OK! Magazine |  Equality for all | Protect the planet | Save the bees |  Universalize healthcare
LineStylinson16,0.0,0.0,0.0,10,0,2017-01-22 01:42:09,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2742,0.0,1.0,0.0,0,1.0,"Love goes beyond what is right or wrong, you just can not decide who you fall in love with 💙💚💛💜💗💘"
LionNole,0.0,0.0,0.0,10,4,2017-01-23 13:14:11,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2743,1.0,0.0,0.0,0,1.0,"Moving toward being the Me God called Me to Be! First Baptist Church of Oakland, Jacksonville, FL.  Fearless Lioness! Florida State Unversity Seminole! JagFan!"
LionassNikki,0.0,0.0,0.0,10,4,2017-01-23 13:34:20,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2744,1.0,0.0,0.0,0,1.0,♌️ I like my steak well done & my Eggs over easy! Long Beach 👄2 Az 🌞🌻I'd like to give a S/O to my KING who is the head of my life #millionwomanmarch2017
Lis_Jo384,0.0,0.0,0.0,10,11,2017-01-22 16:20:07,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2745,0.0,2.0,0.0,0,2.0,"#BlackLivesMatter #EnemyOfTrump 💯 #StillNotMyPresident  'If you don't stand for something, you will fall for anything.' Trolls will be blocked!"
LisaAlexoff,0.0,0.0,0.0,0,46,2017-01-22 05:45:09,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2746,0.0,1.0,1.0,0,2.0,
LisaAnnWalter,0.0,0.0,0.0,10,8,2017-01-22 03:51:46,12594.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2747,0.0,0.0,2.0,5,2.0,On the screen & in your hearts: The Dumbass Whisperer. Middle-Aged Cheerleader and Former Self-Loather : https://t.co/ckvTkHaIh3
LisaBUP27,0.0,0.0,0.0,0,1,2017-01-21 23:31:25,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2748,0.0,1.0,0.0,0,1.0,🍁
LisaDowner_,0.0,0.0,0.0,10,2,2017-01-22 20:24:42,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2749,1.0,0.0,0.0,0,1.0,"Co-Active Career Coach for Women in Business | Helping Women Unlock their Potential, Tackle their Obstacles, and Embrace their Inner-LadyBoss| 👻👉🏽Lisa_Downer"
LisaEhrlichMena,0.0,0.0,0.0,0,10,2017-01-22 02:17:37,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2750,0.0,0.0,1.0,0,1.0,
LisaJaneDavison,0.0,0.0,0.0,10,37,2017-01-24 15:35:20,272.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,WhyIMarch,2751,1.0,0.0,0.0,3,1.0,"Writer, bookworm, cat lover, Londoner. Not always in that order."
LisaVas71214747,0.0,0.0,0.0,10,2,2017-01-22 03:18:54,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2752,1.0,1.0,0.0,0,2.0,God is my light on my darkest days! I'm not giving up and neither should you -Kate McKinnon  #imstillwithher
LisaZucker3,0.0,0.0,0.0,0,11,2017-01-24 05:07:13,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2753,1.0,10.0,3.0,0,14.0,
Lisa_See,0.0,0.0,0.0,10,11,2017-01-22 01:08:40,4845.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2754,0.0,2.0,0.0,0,2.0,"Author of (among others) Snow Flower and the Secret Fan, Peony in Love and China Dolls (6/3/14). I love my family, food, China and L.A. (Go ahead. Sing it!)"
Lison_hoooope,0.0,0.0,0.0,10,13,2017-01-22 09:39:02,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2755,0.0,2.0,0.0,0,2.0,"🏳️‍🌈| hermione granger, belle, todd anderson and therese belivet are my alter egos {infj🐘} 💐 @LanaParrilla @jenmorrisonlive"
ListenUpDar,0.0,0.0,0.0,10,27,2017-01-25 11:28:21,2664.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2756,0.0,1.0,0.0,0,1.0,love is love is love is love is love is love is love is love cannot be killed or swept aside - 我咒你小鸡鸡烂掉
LitLat,0.0,0.0,0.0,10,38,2017-01-22 17:53:10,2461.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2757,0.0,5.0,0.0,5,5.0,Pet Shop owner! P.A.Childhood Cancer Survivor!Liberal/Democrat!Straight Woman For #LGBTQRights! English/Greek!Lover Of Good T.V. #TheWestWing #VICEonHBO #VICE !
LitlBirds,0.0,0.0,0.0,12,60,2017-01-22 20:05:03,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2758,0.0,0.0,1.0,0,1.0,Books - Yoga - Wine - Baking - Ghosts
LittleSwift013,0.0,0.0,0.0,10,1,2017-01-22 01:08:42,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2759,0.0,2.0,1.0,0,3.0,"♀ No podía irme... no cuando mi corazón pertenece a otra persona. #Delena #Frary Little Mix & Bethany Mota follow me, why wouldn´t you? Jade liked on ig ♀"
LivSaucedo,0.0,0.0,0.0,10,6,2017-01-22 06:53:25,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2760,0.0,1.0,0.0,0,1.0,Auburn University 8|12 leo
Live_UK_News,0.0,0.0,0.0,10,1,2017-01-22 01:53:03,3399.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,2761,0.0,2.0,0.0,0,2.0,UK & World News. Helping the unheard voices against persecution and suffering. Let's stand up to the Israeli apartheid and racism suffered by the Palestinians!
LivebackLouis,0.0,0.0,0.0,10,7,2017-01-22 13:29:34,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,WhyIMarch,2762,0.0,1.0,0.0,0,1.0,"|| Jean Louis || • || Enjoltaire shipper || • || Friend of the abaisse || • || Eponine-zoned || • || Writer & Reader || • || Sometimes high, sometimes crappy ||"
Liverpotlian,0.0,0.0,0.0,10,8,2017-01-22 03:43:56,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2763,1.0,2.0,0.0,0,3.0,sure like discuss all kinds of stuff. But I am a huge Liverpool and Juventus fan!!
Livia_RHr,0.0,0.0,0.0,0,13,2017-01-22 10:27:25,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2764,0.0,1.0,0.0,0,1.0,
LivvyTaylor,0.0,0.0,0.0,0,0,2017-01-21 23:19:16,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2765,0.0,1.0,0.0,0,1.0,
LizEady1,0.0,0.0,0.0,10,21,2017-01-25 21:29:33,6095.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2766,0.0,0.0,2.0,1,2.0,"Wife,toUSMC/VET,Mom,Grammy,Christian,Conservative/Liberterian,FreedomWorks,NRA,LoverOfTheConstitution,Freedom, USA,TEXAS,Alabama,AvidReader,Cruz4POTUS,SemperFi"
LizZeglin,0.0,0.0,0.0,0,18,2017-01-22 02:58:33,147.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2767,0.0,1.0,0.0,0,1.0,
Liz_Always19,0.0,0.0,0.0,18,7,2017-01-21 23:17:35,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2768,0.0,1.0,0.0,0,1.0,insta lizz2.0 SC Oceanaey
LizabethFelti,0.0,0.0,0.0,25,12,2017-01-23 22:29:18,211.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2769,0.0,4.0,0.0,3,4.0,"Screenwriter, etc."
LizardPose,0.0,0.0,0.0,10,12,2017-01-23 17:11:36,68.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2770,0.0,4.0,0.0,6,4.0,Advocate for the vulnerable.
Lizbethcotar,0.0,0.0,0.0,10,0,2017-01-22 00:48:15,632.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2771,0.0,1.0,0.0,0,1.0,sc: Lizbethcotar
LizzDot,0.0,0.0,0.0,11,34,2017-01-21 22:58:53,972.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2772,0.0,1.0,0.0,0,1.0,FLUXUS • ∞ {        } @happyLoops @sociedadfantasma
LizzMahone143,0.0,0.0,0.0,10,3,2017-01-23 13:30:36,1115.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2773,0.0,2.0,0.0,0,2.0,"Work hard to discover your potencial, and you might be surprised. Troye Sivan followed me 21/08/15 :D"
Lizzie_Granger,0.0,0.0,0.0,10,6,2017-01-22 09:08:21,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2774,0.0,1.0,0.0,0,1.0,Sometimes you just need a place to obsess about books and TV.
LoBrss,0.0,0.0,0.0,10,3,2017-01-22 01:27:45,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2775,0.0,0.0,1.0,0,1.0,Love everything TECH! Major Nerd and/or Geek. Spending time with Family and Friends. Retweeting funny stuff.
Lo_MarieH,0.0,0.0,0.0,10,4,2017-01-22 20:03:43,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2776,1.0,0.0,0.0,0,1.0,Something witty and intriguing
LodoYTini2015,0.0,0.0,0.0,10,0,2017-01-25 06:19:33,1135.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2777,1.0,1.0,0.0,0,2.0,"Justin Bieber23 11 2016  Selena Gomez, Demi Lovato,Miley Cyrus,Aslhey Tisdale,Lodovica Comello,Tini Stoessel,Jesus y Dani Sweet California, Maverick,CalumRocio"
LogisticsDTNET,0.0,0.0,0.0,10,26,2017-01-27 04:36:54,656.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2778,0.0,1.0,1.0,0,2.0,"Don't add me to lists. I block trolls, promoted tweets, people whose only contribution to discourse is name calling. Other than that, I'm quite open-minded."
Lona_Belieber,0.0,0.0,0.0,10,0,2017-01-22 00:30:55,851.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2779,0.0,1.0,0.0,0,1.0,BIG BELIEBER :)) 4/2/11 & 3/31/13 & 9/14/16 JB concert berlin 7/2/14 1D concert Düsseldorf :)
LookItsToni,0.0,0.0,0.0,21,5,2017-01-22 00:05:36,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2781,0.0,0.0,1.0,0,1.0,Isaias 😽
Loretta03452670,0.0,0.0,0.0,10,1,2017-01-23 22:24:21,2242.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2782,0.0,1.0,1.0,0,2.0,"THE DIVERSE LIFESTYLE Researcher & Collector of Decorative Arts; and, History Buff. Heritage Ivory Coast, Ghana, Irish and English, likes Tech, IoT, AI, VR, Soc"
LoriMarsters,0.0,0.0,0.0,10,6,2017-01-22 03:34:39,918.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2783,0.0,1.0,0.0,0,1.0,"Mom,TV addict, love to laugh: witty, sarcastic, evil humor. Love music: P!nk, Pearl Jam, The Offspring, Foo Fighters and more. Love my #Patriots & #RedSox :)"
LoriSums,0.0,0.0,0.0,10,19,2017-01-23 15:35:16,5474.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2784,1.0,4.0,1.0,1,6.0,"Jan 20, Let's give Trump biggest protest that he deserves #TrumpInaugurationDayProtests Jan 21 #TheResistance #WomensMarch #ProtestTrump #ImStillWithHer"
LorialDavidson,0.0,0.0,0.0,7,8,2017-01-22 06:34:33,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2785,0.0,1.0,1.0,0,2.0,"Never give up, never give in."
LorraineTommo18,0.0,0.0,0.0,10,14,2017-01-22 00:59:58,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2786,0.0,1.0,0.0,0,1.0,find your happy place
LostHussein,0.0,0.0,0.0,10,9,2017-01-23 19:22:01,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2787,1.0,3.0,0.0,1,4.0,Activist. Mother. #NotOneMore #BeSmart #gunsensemajority #momsdemandaction #Everytown #IloveObama #LGBQT #WearOrange #gangforgood #Transrights
Lottapalooza,0.0,0.0,0.0,10,41,2017-01-25 17:17:06,1714.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,WhyIMarch,2788,0.0,0.0,2.0,6,2.0,Freelance Writer/Creative Director. Founder/Publisher of @Haiku_Austin. Board of Directors @WritersLeague. Opinions my own.
LotteLeicht1,0.0,0.0,0.0,10,68,2017-01-23 14:55:37,28715.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,WhyIMarch,2789,0.0,1.0,0.0,23,1.0,"EU Director, Human Rights Watch. Tweets about human rights, IHL, Int'l law & politics. Passionate skier. Favorite place: where the view has no end!"
Lotteamnesia,0.0,0.0,0.0,10,3,2017-01-22 12:12:16,6089.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2790,0.0,2.0,0.0,0,2.0,✨📸 Photographer IG: lotteamnesia & lottespekphotography
LoubnaElw,0.0,0.0,0.0,10,1,2017-01-22 21:55:05,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2791,0.0,0.0,1.0,0,1.0,M2 #Emarketing à @IAE_Montpellier Assistante webmarketing chez @wwwCrossShopper #Marketing #digital.
LouisCarreon,0.0,0.0,0.0,11,1,2017-01-21 23:35:27,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2792,0.0,0.0,1.0,0,1.0,"Construyendo un mejor mundo, de paso en paso."
LouisGellada,0.0,0.0,0.0,35,11,2017-01-22 10:37:11,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2793,0.0,0.0,2.0,0,2.0,instagram & snapchat - louisgellada | 16 | LUXDVNCECREW. | Modeling | 🇵🇭
LouiseGoffin,0.0,0.0,0.0,10,2,2017-01-22 19:16:02,3524.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2794,1.0,0.0,0.0,0,1.0,"The Essential Louise Goffin is my 8th record. I love to write songs, make records and play live. Grammy-nominated, Singer-Songwriter, MultiInstrumentalist"
LouiseTilbrook1,0.0,0.0,0.0,10,37,2017-01-26 15:34:48,1548.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2795,0.0,0.0,2.0,4,2.0,Obssessed with knitting in general and sock knitting in particular. I love to design -socks and also teach - again socks. Hmm-common theme here.#knitting #socks
Louiselksnaz,0.0,0.0,0.0,10,1,2017-01-24 22:59:53,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,WhyIMarch,2797,0.0,1.0,1.0,0,2.0,#Election2016 Indie/Experimental Lifestyle Personalities Political News US & World News Entertainment Actors & Actresses Government & Politics Music
LovatoD3m1,0.0,0.0,0.0,18,3,2017-01-24 01:12:32,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2798,0.0,0.0,1.0,0,1.0,FC dedicado a Demi Lovato
Love2memore,0.0,0.0,0.0,0,4,2017-01-24 04:23:40,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2799,1.0,0.0,0.0,0,1.0,
LoveIsNuclear,0.0,0.0,0.0,10,62,2017-01-22 03:10:36,1509.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2800,0.0,1.0,0.0,0,1.0,web developer & pop culture fan with varied interests. all opinions are mine. unfinished business & glory days are helping me deal w/ the impending apocalypse.
LoveLibra_T,0.0,0.0,0.0,10,4,2017-01-22 19:05:54,813.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,WhyIMarch,2801,2.0,0.0,0.0,0,2.0,"Loves to talk trash, sports, politics, entertainment, family, friends and all manor of foolery. I'm a Libra. Best ask about me *Cookie Voice*"
LoveLikeMine_,0.0,0.0,0.0,10,2,2017-01-22 01:48:10,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2802,1.0,0.0,0.0,0,1.0,"Love All❤️, Trust A Few. REST IN PEACE GREG👼🏾👫 & NAJEE👼🏾👫"
LoveMeLuLu22,0.0,0.0,0.0,10,55,2017-01-22 05:00:22,7486.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,WhyIMarch,2803,0.0,0.0,2.0,37,2.0,Flint native #LittleMissFlintYouth Ambassador for the Women's March. Ayanna's Art Fashion Princess Page Monitored by Mom. Message Media inquires to @andrewr727
LoveMissXtotheO,0.0,0.0,0.0,10,4,2017-01-23 05:19:15,2438.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2804,1.0,0.0,0.0,0,1.0,20 | Mixed 🇵🇷✊🏽| BE RARE & VALUABLE| Let's get High. Not to escape the bad things but to enhance the good. | 1996♋️ |#BlendBitchBlend | #BLM
Love_TheVamps98,0.0,0.0,0.0,0,3,2017-01-22 00:23:17,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2805,0.0,0.0,1.0,0,1.0,
LovelleOfficial,0.0,0.0,0.0,10,1,2017-01-21 23:04:07,6281.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2806,0.0,1.0,0.0,0,1.0,I Sing & I write songs | Contact: kelly@imhotepstudio.com🌨
LovelyRedBone98,0.0,0.0,0.0,0,23,2017-01-27 04:35:49,206.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,WhyIMarch,2807,0.0,1.0,1.0,0,2.0,
Lovely_Angie19,0.0,0.0,0.0,0,5,2017-01-22 00:44:02,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2808,0.0,0.0,1.0,0,1.0,
Lovely_Dagger24,0.0,0.0,0.0,10,38,2017-01-22 14:54:07,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2809,0.0,1.0,0.0,0,1.0,"Literature loving, Language learning, hybridpunk guitar blasting, lyrically mad woman."
Lovemeharder44,0.0,0.0,0.0,0,0,2017-01-27 11:48:52,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WhyIMarch,2810,1.0,1.0,0.0,0,2.0,
